'sample interval',PCG
'0.003003 sec','mV'
0,-1600
1,-2000
2,-1600
3,-1600
4,-2000
5,-2200
6,-2400
7,-2600
8,-3000
9,-3000
10,-2200
11,-800
12,600
13,1200
14,1400
15,1000
16,800
17,-200
18,-800
19,1000
20,2800
21,1600
22,-200
23,-600
24,-400
25,-600
26,-600
27,-800
28,-1000
29,-1200
30,-800
31,-600
32,-600
33,-1400
34,-2000
35,-2200
36,-1400
37,-800
38,400
39,1400
40,1600
41,1400
42,400
43,-200
44,0
45,-200
46,-1000
47,-2200
48,-2200
49,-1000
50,600
51,1400
52,1800
53,1400
54,1200
55,1600
56,1600
57,600
58,-1200
59,-2200
60,-2400
61,-2000
62,-1600
63,-1400
64,-1400
65,-1200
66,-600
67,-800
68,-1200
69,-1600
70,-1000
71,-400
72,400
73,600
74,600
75,600
76,800
77,800
78,600
79,200
80,-400
81,-800
82,-1200
83,-1600
84,-1800
85,-1600
86,-600
87,600
88,1400
89,1600
90,1200
91,600
92,-600
93,-1600
94,-2000
95,-800
96,1200
97,1400
98,-3400
99,-8600
100,-5200
101,2600
102,6400
103,4400
104,2000
105,3200
106,3200
107,600
108,-2200
109,-3800
110,-4400
111,-4400
112,-4200
113,-3400
114,-2000
115,-600
116,200
117,400
118,0
119,-200
120,600
121,1000
122,800
123,1200
124,2200
125,3200
126,2800
127,1800
128,600
129,-400
130,-1200
131,-1800
132,-1800
133,-2000
134,-1800
135,-1000
136,200
137,800
138,1200
139,1000
140,0
141,-1400
142,-3000
143,-4200
144,-4800
145,-2800
146,-1200
147,0
148,600
149,1600
150,2600
151,3200
152,2800
153,2000
154,1200
155,200
156,-1200
157,-2400
158,-3400
159,-4000
160,-4200
161,-3200
162,-2400
163,-1400
164,800
165,2400
166,3400
167,2400
168,1600
169,1000
170,800
171,800
172,800
173,200
174,-800
175,-2000
176,-3000
177,-3000
178,-2000
179,-1200
180,-1000
181,-1200
182,-1200
183,-400
184,400
185,1000
186,1000
187,1000
188,800
189,1200
190,1200
191,600
192,0
193,-800
194,-1000
195,-600
196,-600
197,-800
198,-600
199,-800
200,-800
201,-600
202,-800
203,-1000
204,-1200
205,-1400
206,-1200
207,-600
208,400
209,600
210,600
211,1200
212,1200
213,400
214,-1400
215,-2400
216,-2600
217,-2200
218,-1400
219,-1000
220,-800
221,-400
222,200
223,600
224,1000
225,1400
226,1800
227,1400
228,600
229,0
230,0
231,400
232,600
233,400
234,-800
235,-2200
236,-4000
237,-3400
238,-600
239,2200
240,-600
241,-8400
242,-10600
243,-4200
244,5200
245,8000
246,4600
247,1800
248,3200
249,3400
250,800
251,-2200
252,-3000
253,-2200
254,-1600
255,-1400
256,-400
257,0
258,600
259,800
260,600
261,600
262,800
263,0
264,-800
265,-1400
266,-2000
267,-1400
268,-600
269,-1000
270,-1400
271,-2400
272,-2200
273,-1400
274,-1200
275,-1600
276,-1200
277,-200
278,1000
279,1600
280,2000
281,2200
282,2000
283,1800
284,1600
285,1000
286,-400
287,-1400
288,-1200
289,-600
290,-1600
291,-2400
292,-2800
293,-2800
294,-1000
295,-200
296,-1200
297,-1800
298,-1000
299,0
300,0
301,-200
302,-200
303,-400
304,-200
305,1800
306,4600
307,3400
308,-1000
309,-3200
310,-2400
311,-800
312,200
313,400
314,400
315,200
316,400
317,200
318,-400
319,-1200
320,-1600
321,-1800
322,-1400
323,-1000
324,-200
325,-200
326,-800
327,-1000
328,-600
329,-1000
330,-2000
331,-1800
332,-200
333,1200
334,400
335,-400
336,0
337,1400
338,2000
339,800
340,-400
341,-800
342,-400
343,400
344,600
345,200
346,200
347,600
348,200
349,-800
350,-1600
351,-1800
352,-2000
353,-2400
354,-2600
355,-2000
356,-400
357,1000
358,400
359,-600
360,400
361,1000
362,1000
363,800
364,1000
365,1200
366,600
367,-400
368,-1000
369,-800
370,-1400
371,-2600
372,-3200
373,-2400
374,-800
375,600
376,1800
377,2000
378,1800
379,1600
380,400
381,-1800
382,-3400
383,-1600
384,-200
385,-6200
386,-12000
387,-7000
388,4200
389,9800
390,5800
391,-200
392,200
393,3200
394,4400
395,2600
396,0
397,-2000
398,-2200
399,-2200
400,-2000
401,-1400
402,-200
403,200
404,1600
405,2800
406,1200
407,-1400
408,-2600
409,-1800
410,-200
411,600
412,0
413,-2400
414,-5000
415,-5000
416,-2400
417,-1400
418,-2600
419,-3400
420,-1000
421,2800
422,4600
423,4400
424,3200
425,1400
426,600
427,200
428,-200
429,-600
430,-1000
431,-1400
432,-1600
433,-2400
434,-3200
435,-2200
436,-1000
437,0
438,400
439,400
440,400
441,200
442,-400
443,-800
444,-1000
445,-200
446,-200
447,1200
448,3000
449,2400
450,0
451,-1800
452,-1600
453,-1400
454,-1600
455,-1400
456,-600
457,0
458,400
459,400
460,400
461,200
462,-400
463,-1000
464,-800
465,-400
466,-200
467,-800
468,-1000
469,-1200
470,-800
471,-400
472,0
473,200
474,200
475,-200
476,-1200
477,-800
478,-600
479,400
480,200
481,400
482,200
483,-200
484,0
485,-200
486,600
487,400
488,200
489,-400
490,-1000
491,-1400
492,-1600
493,-1000
494,-200
495,-400
496,-1000
497,-1400
498,-1400
499,-1400
500,-400
501,200
502,400
503,400
504,200
505,-200
506,-400
507,-600
508,-400
509,-200
510,200
511,0
512,-600
513,-200
514,0
515,200
516,400
517,600
518,600
519,200
520,-200
521,-200
522,-800
523,-1800
524,-3000
525,-3400
526,-1400
527,2800
528,1800
529,-5000
530,-9000
531,-4600
532,3200
533,7200
534,5200
535,1800
536,1600
537,3000
538,2000
539,-600
540,-2400
541,-3600
542,-3200
543,-2800
544,-2600
545,-1200
546,-600
547,200
548,800
549,800
550,400
551,600
552,0
553,-600
554,-600
555,-800
556,0
557,800
558,400
559,-200
560,-600
561,-1200
562,-1200
563,-1000
564,-400
565,1000
566,2200
567,2000
568,1400
569,600
570,-1200
571,-2000
572,-2400
573,-3400
574,-3800
575,-4400
576,-4800
577,-3800
578,-2400
579,-800
580,1200
581,2600
582,4000
583,4200
584,4200
585,4800
586,4200
587,2800
588,1200
589,-600
590,-600
591,-200
592,-1400
593,-3000
594,-4200
595,-3200
596,-3200
597,-3800
598,-3800
599,-4200
600,-4600
601,-3800
602,-2200
603,-400
604,1400
605,2200
606,3000
607,4200
608,4400
609,3800
610,2800
611,2200
612,2000
613,2400
614,2400
615,1600
616,-200
617,-2400
618,-4000
619,-3800
620,-3400
621,-3000
622,-3200
623,-3400
624,-3400
625,-3400
626,-3200
627,-2600
628,-1200
629,200
630,1200
631,1400
632,2000
633,2800
634,2800
635,1800
636,1600
637,1400
638,1200
639,600
640,-400
641,-1200
642,-200
643,600
644,-200
645,-1200
646,-1400
647,-2000
648,-3200
